N	COUNTRY	TITLE	URL	VIEWS	SUBSCRIBERS	VIDEOS	REGDATE
6666	Россия	Владимир Зуев	https://www.youtube.com/user/VladimirZuevFlyTV	15149813	71800	188	6 февраля 2014 г.
6667	Россия	Клиника &quot;Московский Доктор&quot;	https://www.youtube.com/channel/UCKSgLkLKbJJIYtDCl-gk8zA	27139017	71700	2760	23 августа 2013 г.
6668	Россия	Проект {Л}	https://www.youtube.com/channel/UCKm6OPqE2SKwnZYM2BT4TKQ	7406442	71600	45	9 ноября 2018 г.
6669	Россия	Иван Усанов	https://www.youtube.com/channel/UCG1Z0vdWGuIx5mr0qRaIZuQ	22984790	71500	40	19 декабря 2009 г.
6670	Россия	Таёжник ГИЛ	https://www.youtube.com/channel/UCVBkS36MQORkGtss4PX8uZw	19929565	71500	298	1 апреля 2012 г.
6671	Филиппины	FamousMan	https://www.youtube.com/channel/UC4EDh0IZT7BvA-Qd59PPLcA	31772746	71400	64	7 августа 2012 г.
6672	Сербия	VB-world	https://www.youtube.com/user/vknext	27916656	71300	347	11 мая 2011 г.
6673	Россия	1PavelSviridov	https://www.youtube.com/channel/UCPSHnFQH7c3tcXD7uwejbug	6978426	70600	245	27 октября 2011 г.
6674	Украина	Дядя Вася Рулит/ Аквариум как Хобби	https://www.youtube.com/channel/UCEZaXKfMwbHUGmrr6FgGf5w	18095302	70600	1039	4 июня 2016 г.
6675	Россия	Myutsentendler	https://www.youtube.com/channel/UCVBYtnFOuRqQwTmAKQzxovw	4660869	70500	48	11 января 2016 г.
6676	Россия	Дмитрий Крайнов	https://www.youtube.com/channel/UCsbdbY6Q1Cpu3ZZElB6AMcg	7530000	70200	549	11 июля 2010 г.
6677	США	СЕДОЙ КОПАТЕЛЬ - Hoary digger.	https://www.youtube.com/channel/UCi1EiTL_52hET_A-qRKnRPw	14291426	69500	1033	12 января 2015 г.
6678	Франция	Бабушка Зовёт	https://www.youtube.com/channel/UCgZ4wziI-tPZuFT6Dsul5FA	4702289	69500	1550	1 декабря 2015 г.
6679	США	drongogo	https://www.youtube.com/channel/UCZK1K2VYM1ZnLn3Rvvb_jXw	35815199	69400	812	14 февраля 2009 г.
6680		Aqua Man - Аквариумистика	https://www.youtube.com/channel/UCuCimdjeg76dBHXnRezvldA	12988816	69200	1483	15 мая 2015 г.
6681	Россия	АРГУМЕНТ\TV	https://www.youtube.com/channel/UC0cCXLtHPlgLtBjzVAIXv7w	4512590	69200	337	24 октября 2013 г.
6682	Россия	BanderosMusic	https://www.youtube.com/channel/UCwIiHQnHjpGUT3OZgsmmVDg	88998563	69100	21	16 июня 2009 г.
6683	Россия	Муzей Победы	https://www.youtube.com/channel/UCfJd9RT4pg_CckntWhlhH0w	11373283	69100	1563	26 мая 2014 г.
6684		Юлия Акименко	https://www.youtube.com/channel/UCM02rIElbSkm3vNNuCe6Ckw	13305957	68900	289	7 февраля 2012 г.
6685	Россия	Доктор Гинзбург	https://www.youtube.com/user/AlexAbkin	3891032	68600	254	27 мая 2010 г.
6686	Беларусь	CatPusic Academy	https://www.youtube.com/channel/UCtSkU7XyWmwN5YvUrHDH9jg	4664658	68200	10	2 октября 2014 г.
6687	Казахстан	Yevgeniya Shestakova	https://www.youtube.com/channel/UCfTJ_PYKOQVBtS4NjSNh1JA	48068562	68200	37732	4 апреля 2012 г.
6688		Магнит	https://www.youtube.com/channel/UCoWX1GhHlSJGwKpCEJitsoA	87313179	68100	181	4 октября 2018 г.
6689	Россия	Познер Online	https://www.youtube.com/channel/UCLtKXTWJIQnW2NXk6zi9TCg	6763749	68100	300	13 июля 2018 г.
6690	Казахстан	Alkettik [Travel Vlog]	https://www.youtube.com/channel/UCQN96uSTpK18JV5ofEnar4A	4898501	67900	10	17 июля 2017 г.
6691	Россия	Scalariki	https://www.youtube.com/channel/UCbFsijoIR64wRuFXFYGEoiQ	4776906	67800	459	16 сентября 2013 г.
6692	Россия	Психотерапия в России	https://www.youtube.com/user/PsychotherapyRussia	3983359	67700	483	30 ноября 2011 г.
6693	США	koryfan	https://www.youtube.com/user/koryfan	9360005	67700	1272	24 сентября 2006 г.
6694	Польша	Ben Gann	https://www.youtube.com/channel/UCEZmcggPy0LMVhZaIpaAOvg	22484547	67600	435	15 апреля 2014 г.
6695	Россия	Lena Matukhina	https://www.youtube.com/channel/UCtwPBVBmaQvZBq4yAG--zFA	10396885	67600	149	16 июня 2013 г.
6696	Россия	Дикий Краевед	https://www.youtube.com/channel/UC-QwulfwmZhX0UO16EwGfbQ	13620386	67600	234	22 февраля 2016 г.
6697	Казахстан	Batyr Bloger	https://www.youtube.com/channel/UCu60KJ1I7yi5y6BqWRUsgwQ	1426166	67400	60	7 апреля 2014 г.
6698	Россия	Даймохк онлайн	https://www.youtube.com/channel/UCrJG44U0_SDnw5Nd3eumS7g	12280717	67100	900	6 марта 2014 г.
6699	Россия	Два Билета	https://www.youtube.com/channel/UCLCoA1C3QPxYOZAWyTdVgNw	7214184	67000	206	12 августа 2014 г.
6700	Россия	ОЛЕГ ФРОЛОВ	https://www.youtube.com/channel/UCZHFNy76f7KP2kPuN-6YLeg	10324717	66700	391	3 марта 2013 г.
6701	Украина	Ветеринария и Кормление собак и кошек	https://www.youtube.com/channel/UCozIY_st6E_RDJC9qKpua2Q	4406739	66700	118	30 января 2016 г.
6702	Россия	Biru Saraswati	https://www.youtube.com/channel/UC6MbKbnMoQ_od4VUxCoMGig	21654739	66600	323	31 января 2011 г.
6703	США	Homura Ham Pets	https://www.youtube.com/channel/UCwcLf16fJu7QUPhjjjbB8hA	15999685	66600	106	10 ноября 2014 г.
6704	Россия	Куланов Вячеслав АЗ БУКА ИЗТИНЫ РУСЬ	https://www.youtube.com/channel/UCrXr7yRhG1emCRAM0eFWRqA	2680933	66500	136	2 июля 2012 г.
6705	Россия	АзъЕсмь	https://www.youtube.com/channel/UCpOFjWxCVhuao-LeQno1XDQ	7258559	66200	278	10 октября 2011 г.
6706	Украина	Avon Cosmetics Ukraine	https://www.youtube.com/channel/UC4SrxOqi97UqJXBtlg97NZQ	82671037	66200	238	18 ноября 2008 г.
6707	Россия	Путь Ислама	https://www.youtube.com/channel/UCn_sA82MVVsCGQpTRnLYFBA	7702393	66100	1732	11 октября 2017 г.
6708	Россия	СЕРГЕЙ ПОТАНИН архив	https://www.youtube.com/channel/UCY7sTzmxfCJGY3pFQzwVGEA	7324092	65900	219	4 февраля 2013 г.
6709	Россия	Дмитрий Крашенинников	https://www.youtube.com/user/ArtiPaseka	25818284	65700	648	1 апреля 2013 г.
6710	Украина	Skilur	https://www.youtube.com/channel/UCtUrkfxV2ZcWVuHV8EU2uxA	6134932	65200	313	6 апреля 2013 г.
6711	Россия	Больше Всех Надо	https://www.youtube.com/channel/UC3TBBpBPtGeKjlQblH5v33A	3190420	65100	81	1 ноября 2020 г.
6712	Россия	Трезвые Дворы	https://www.youtube.com/channel/UCGD7rj3a0lwn-lvoZZf_3ZA	22822315	65100	1008	21 июля 2014 г.
6713	США	Being American	https://www.youtube.com/channel/UCAm5G2MGWJwgpUkE9xRZv_g	6436526	65000	46	1 февраля 2019 г.
6714	США	EUREKA - вкусные рецепты	https://www.youtube.com/channel/UC0NySTA3JeD-8vQndTU7xdA	5325375	64700	545	27 января 2014 г.
6715	Россия	Попугай Тотоша	https://www.youtube.com/channel/UCpWkD6y7Uw5C0zL26ElatYQ	32276923	64500	42	22 августа 2018 г.
6716	Россия	Голубь Райс &amp; Компания	https://www.youtube.com/channel/UCw6OqAs_6Oz4sJ1gI5BI68g	14159614	64300	1176	16 июня 2011 г.
6717	Беларусь	ДЕНИС МАРУК	https://www.youtube.com/channel/UCi6hdqKKoTIK-yKAML9a4Ew	24237351	64200	2070	11 февраля 2014 г.
6718	Украина	Александр Гуртовой	https://www.youtube.com/channel/UCBHZt-aNtEiRbqz6peO5nSQ	9395224	64000	364	20 февраля 2019 г.
6719	Россия	Библиотека им. Н.А. Некрасова	https://www.youtube.com/channel/UC86p_dXFrISbpWuC_VB9JIA	4466787	63700	724	10 ноября 2016 г.
6720	Россия	ЛавГав | Kinolog School	https://www.youtube.com/channel/UCNq3SgvF6NzYM3NR2R9QU7w	2018495	63700	472	28 июня 2019 г.
6721		Мои Ушастики и жизнь в селе!	https://www.youtube.com/channel/UCMv6-jqsn9nG-gstFi__M1A	6892468	63500	107	5 декабря 2017 г.
6722	Россия	Саша Петров	https://www.youtube.com/channel/UCmqBjyAbIHcKhjVARpitiJg	30682327	63500	870	19 ноября 2007 г.
6723	Россия	Outdoor Time (Время вне дома)	https://www.youtube.com/channel/UCNDoaFhG0l2tF2Z6envkMiA	18575815	63400	853	19 марта 2012 г.
6724	Россия	Dog live	https://www.youtube.com/channel/UCtl3k3-Nt9uswCtjshMZs5Q	17336163	63200	456	28 февраля 2020 г.
6725	Россия	Банда НИВАводов	https://www.youtube.com/channel/UCWTpbJw0uShlJfaKYLemdDw	13066055	63100	354	19 февраля 2012 г.
6726	США	ЛЮБОПЫТНЫЙ КАНАЛ	https://www.youtube.com/channel/UCF31T_UjK_k2nG6eeaKWybQ	12632957	63100	597	17 августа 2017 г.
6727	Украина	Уникальное видео из 90-х и нулевых!	https://www.youtube.com/user/delovkusa	53802458	63100	584	14 октября 2007 г.
6728	Украина	DFLYGERIAN VLOGS	https://www.youtube.com/channel/UCno0rXuexfY3pkeMxxSQpdw	4306537	62900	234	20 июня 2009 г.
6729	Россия	Лопата для Андрюхи	https://www.youtube.com/channel/UC00epL8tUdW4ISOGHOUCjGQ	16775301	62800	360	27 августа 2014 г.
6730	Россия	EzoPort	https://www.youtube.com/channel/UCVOqXWain7lD0yKGJO288ew	5955079	62700	178	1 июля 2013 г.
6731	США	TALCO GROUP	https://www.youtube.com/channel/UCTYCEuUewpfyHOrGx0yH7Cg	9904811	62700	353	7 мая 2012 г.
6732	Россия	все обо всем	https://www.youtube.com/channel/UC7u33_N4N8PZ1mRax1R0I_A	100093	62600	54	23 февраля 2015 г.
6733	Россия	Руслан Шаведдинов	https://www.youtube.com/channel/UCdfWIGZ_xA8QgOJGdBABCtA	0	62500	0	11 июля 2018 г.
6734	Казахстан	Успех и позитив	https://www.youtube.com/channel/UCb5WUHkiJ_VYAV5B45SnIQg	18153057	62400	373	15 апреля 2015 г.
6735	Россия	ТБН	https://www.youtube.com/channel/UC0gSz3UqXWiQm_9B0VJTJOA	9079556	62200	2875	5 мая 2015 г.
6736	Россия	San Sanich	https://www.youtube.com/channel/UCq-ioeUs5VNvL6feh4eehRA	10338847	62000	177	17 декабря 2014 г.
6737	Россия	Планета Экзотики	https://www.youtube.com/channel/UCypTvt9_LuFR-nuriFzQAlQ	6379498	62000	62	31 октября 2015 г.
6738	Украина	Police Dnepr	https://www.youtube.com/channel/UCxusIoFow1XaYXNHAoHXqCg	23898954	62000	802	6 апреля 2018 г.
6739	Россия	КРИМИНАЛЬНАЯ РОССИЯ	https://www.youtube.com/channel/UCcQcS_Q6HhHcGEWX-dYqodA	0	61900	0	20 февраля 2012 г.
6740	Украина	Счастье на поводке	https://www.youtube.com/channel/UCSjny9vJKvVH-V13S6M_DtQ	10850855	61900	21	12 сентября 2015 г.
6741	Россия	Рыбкин39	https://www.youtube.com/channel/UCKHYJ8EvS3bG04wmXGBoA7g	14884982	61800	361	10 июня 2015 г.
6742	Украина	Сергей Стрелецкий	https://www.youtube.com/channel/UC0Qaoavt4k-iNA_549CWMdQ	8745957	61700	338	22 декабря 2016 г.
6743	Россия	MrMediaProduction	https://www.youtube.com/channel/UCJ2gEabjGMUeQxinkhs405A	22328912	61600	259	8 апреля 2011 г.
6744	США	Sevastopol Life	https://www.youtube.com/channel/UCNfLNnOJLuCZMGeKzQzptlw	34676505	61600	1394	27 августа 2009 г.
6745	Великобритания	Гражданин мира	https://www.youtube.com/channel/UC6V93ObfqSIxwUTh0McEqnA	20521579	61200	185	22 октября 2015 г.
6746	Россия	Letidor	https://www.youtube.com/channel/UCpZZEq5a5IYmfvZF_xPVlFw	17886535	61200	239	23 ноября 2015 г.
6747	Россия	Важно Знать	https://www.youtube.com/channel/UCfpvC7ygbuyYDkdnXjyzv8Q	0	61200	0	3 января 2018 г.
6748	Россия	Татар-информ	https://www.youtube.com/channel/UCd4prmyHlH43z8Tpk_DlnHA	33663752	61200	8237	10 марта 2011 г.
6749	Россия	Pattaya Nightlife	https://www.youtube.com/channel/UCu_3_UyomiGi8ymulzwxpNg	4732050	60900	11	24 марта 2019 г.
6750	Украина	матковод	https://www.youtube.com/channel/UCBI8evrehzJdSoCLOV0bPYw	15758943	60800	1553	28 января 2018 г.
6751	Россия	Секреты Путешествий	https://www.youtube.com/channel/UC3JdNXCO_4mO8sX5qbuC9-g	2536041	60700	90	1 января 2016 г.
6752	Россия	My Dog Ru - Дрессировка и воспитание собаки	https://www.youtube.com/channel/UCc-ziXtQ7wECKWILp55CSuA	4644371	60600	129	12 октября 2016 г.
6753	Россия	INTERES TV	https://www.youtube.com/channel/UCBbztKlrdPjB3FnJTTqA3DQ	7483244	60300	117	28 января 2017 г.
6754	Россия	Атеист Атеизм	https://www.youtube.com/channel/UCHdAMidVd5xMsG7R36KErUA	0	60300	0	30 ноября 2013 г.
6755	Россия	ВЛАДИМИР ЛУЗАЙ	https://www.youtube.com/channel/UCtG6hZMdf4jggSwUsAbiDkQ	7349894	60300	405	18 января 2012 г.
6756	Россия	КУДА ПОЕХАТЬ - Саша и Юля	https://www.youtube.com/channel/UCRNn9WV5iPQ6o_mxhUuqniQ	13685007	60100	371	29 марта 2017 г.
6757	США	INTERNATIONAL EXPORT CENTER. (I.E.C.).	https://www.youtube.com/channel/UCEDkzztvpCStXv8ZunwHCKw	37856902	60100	2987	24 октября 2015 г.
6758	Россия	Green Art 1	https://www.youtube.com/channel/UCiyh5I5n0recCbolfBG63iw	3388383	60000	52	31 января 2012 г.
6759	Россия	Центр реабилитации диких животных &quot;Сирин&quot;	https://www.youtube.com/channel/UCmnjcXjYHjiBI7iUjRIT3pQ	12550406	60000	512	10 сентября 2017 г.
6760	Россия	ilya.dominicana	https://www.youtube.com/channel/UCSznTMFmz0ItfoRthOnpNKQ	5094191	59800	186	8 января 2017 г.
6761	Казахстан	BOSS PRODUCTION	https://www.youtube.com/channel/UCziHbO5A-AI4A_n6Ekpgwew	18487633	59700	96	14 июля 2011 г.
6762	Россия	Саламат Сарсекенов	https://www.youtube.com/channel/UCbojSsmbsVZiARmPiN-tXGg	7094199	59700	377	19 мая 2011 г.
6763	Россия	Ирина Банных-vselennayareiki	https://www.youtube.com/user/vselennayareiki	8258792	59600	154	29 сентября 2012 г.
6764	Россия	NINA DARINA	https://www.youtube.com/user/MrKingstyle42	21202605	59500	326	18 сентября 2011 г.
6765	Россия	Александр Кичаев	https://www.youtube.com/channel/UCp5Qlrox869AveIzr05swew	26694233	59500	273	19 декабря 2009 г.
6766		MegaStaratel	https://www.youtube.com/user/MegaStaratel	27602984	59400	677	28 апреля 2011 г.
6767	Россия	Влад Зазимко	https://www.youtube.com/channel/UCkNZGWWk8pRp36atQRTklDg	1564797	59400	11	11 декабря 2019 г.
6768	США	Проект Резидент	https://www.youtube.com/user/SashaBor	5346517	59400	61	6 мая 2007 г.
6769	США	angelonyxcom	https://www.youtube.com/channel/UC60qg_iyUy1VKkAYynHaS9A	36601562	59300	845	21 февраля 2012 г.
6770		TheQwais	https://www.youtube.com/user/TheQwais	17360303	59200	736	2 октября 2009 г.
6771	Россия	Современный дом Дмитрия Прасолова	https://www.youtube.com/channel/UCBsDrZwPQMXGhWC49UCKz5Q	5743118	59100	93	9 апреля 2020 г.
6772	Казахстан	Аскар Ш	https://www.youtube.com/channel/UCVuB0GGMIgYauyW1hdddlzQ	19699441	58900	681	23 марта 2019 г.
6773	Румыния	Team Vicov	https://www.youtube.com/channel/UCE3PftR64Afw8XHYo7vkxgQ	13352081	58900	817	20 июля 2016 г.
6774		Роман Посторонний Путешествия по жизни	https://www.youtube.com/channel/UC5bPrFZQjFXs3IiLDp55RCQ	12974240	58600	1133	27 октября 2009 г.
6775	Россия	КРАЕУГОЛЬНЫЙ КАМЕНЬ г. НОВОСИБИРСК	https://www.youtube.com/channel/UCo6coRVm-2k7XsDVRDjHSqQ	23567185	58600	2086	23 октября 2012 г.
6776	Россия	Церковь Всемогущего Бога	https://www.youtube.com/channel/UCeqzvbtC9vKdPz-pTUaIAtQ	13041082	58600	2268	8 ноября 2014 г.
6777	Украина	ann zaruba Искусство жить за городом	https://www.youtube.com/channel/UCr4IzUYTxLQRRwyHsqi0zKQ	12744210	58600	918	26 декабря 2014 г.
6778	Россия	Советы Ветеринара	https://www.youtube.com/channel/UCx5rYks_3O9_KOkMgs7XYaw	5439404	58500	356	25 января 2016 г.
6779	Россия	E1.RU	https://www.youtube.com/channel/UCC6SdS_RwRGLwbSgIH_9Rdw	43318756	58400	2328	11 декабря 2014 г.
6780	Россия	Travely-Family	https://www.youtube.com/channel/UCEoT-2F7o2szoCzw-TuTeZA	4640446	58400	73	15 апреля 2017 г.
6781	Россия	Дмитрий Дмитриев	https://www.youtube.com/user/DmitryDmitriev	7469700	58400	279	13 сентября 2008 г.
6782	Россия	Журнал ФОМА	https://www.youtube.com/channel/UC_OevCOMLWiVRj2yqQ7yh8w	3089894	58400	79	8 апреля 2008 г.
6783	Россия	Видеопасека Пчеловодство	https://www.youtube.com/channel/UCKaa_ZkdiKxiXkfY_OSjvZg	10243964	58100	140	17 августа 2009 г.
6784	Франция	Мечта Летать	https://www.youtube.com/channel/UCovGKkO-xwbdNsqihNgDohg	7609620	57900	528	16 мая 2018 г.
6785	Россия	Badmaestro	https://www.youtube.com/channel/UC8OgtSwdMVN1GSBOjjmknwQ	8266594	57800	137	20 июня 2008 г.
6786	Россия	Папа трейдер	https://www.youtube.com/channel/UCDHY3iMCSHW2VySNCNTDgLA	1325109	57800	151	23 декабря 2018 г.
6787	Россия	Другой мир	https://www.youtube.com/channel/UCKRDFSxRsgMjQmrV2qE7Rqw	2569159	57600	28	22 сентября 2012 г.
6788	Россия	АЗБУКА Груминга	https://www.youtube.com/channel/UCXr-nKHiAkxQbR00SLCJKRQ	3250271	57500	138	4 августа 2016 г.
6789	Россия	Елена Топсида	https://www.youtube.com/channel/UCtxOjfeoMzQPhW9cVCYbKEg	6322436	57300	152	20 января 2013 г.
6790	Россия	КФХ Герефорд	https://www.youtube.com/channel/UC7QDXduDXGX19EJiOyCVi9A	14605945	57200	758	17 ноября 2016 г.
6791	Киргизия	Строительная компания Elite House	https://www.youtube.com/channel/UCj6db2v3MFIJDQ-e3xV98eA	711298	57100	678	11 июня 2014 г.
